title,price,specs,rating 
Reach Champ I5,₹729,"32 MB RAM | 32 MB ROM |
1.8 inch Display
0.8MP Rear Camera
1500 mAh Battery
",3.5
"Ziox Astra Force (Black, 16 GB)","₹5,499","1 GB RAM | 16 GB ROM | Expandable Upto 32 GB
5 inch Display
5MP Rear Camera | 5MP Front Camera
3000 mAh Battery
Mediatek Processor
",3.4
Otho Power,₹999,"32 MB RAM | 32 MB ROM |
1.8 inch Display
0.03MP Rear Camera
1900 mAh Battery
",3.4
Forme N5+ Combo,"₹1,249","32 MB RAM | 32 MB ROM | Expandable Upto 32 GB
1.8 inch VGA Display
0.3MP Rear Camera
950 mAh Battery
",3.4
Kechaoda K333,"₹1,289","32 MB RAM | 64 MB ROM | Expandable Upto 32 GB
2.8 inch QVGA Display
0.3MP Rear Camera | 0.3MP Front Camera
2500 mAh Battery
",3.5
Champion SQ181,₹750,"32 MB RAM | 32 MB ROM | Expandable Upto 8 GB
1.8 inch Display
0.3MP Rear Camera
800 mAh Battery
",3.5
Blackbear B5 Bolt,₹650,"32 MB RAM | 32 MB ROM |
1.8 inch Display
1.3MP Rear Camera
1000 mAh Battery
",3.4
Kechaoda K333,"₹1,289","32 MB RAM | 64 MB ROM | Expandable Upto 32 GB
2.8 inch QVGA Display
0.3MP Rear Camera | 0.3MP Front Camera
2500 mAh Battery
",3.5
Hicell C1 Tiger,₹529,"32 MB RAM | 64 MB ROM | Expandable Upto 32 GB
1.8 inch Quarter QVGA Display
1050 mAh Battery
",3.3
"Panasonic Eluga A3 Pro (Gold, 32 GB)","₹9,299","3 GB RAM | 32 GB ROM | Expandable Upto 128 GB
5.2 inch HD Display
13MP Rear Camera | 8MP Front Camera
4000 mAh Li-ion Polymer Battery
MTK6753 Processor
",3.7
I Kall K3310,₹599,"32 MB RAM | 64 MB ROM | Expandable Upto 8 GB
1.8 inch Display
0.3MP Rear Camera
1000 mAh Battery
",3.6
MTR Titan Mini,₹599,"64 MB RAM | 64 MB ROM |
1.8 inch Display
0.3MP Rear Camera
800 mAh Battery
",3.4
I Kall K18 New Combo of Two Mobiles,"₹1,399","32 MB RAM | 64 MB ROM |
1.8 inch Display
0.3MP Rear Camera
800 mAh Battery
",4.3
Karbonn K95 Star,"₹1,450","1 MB RAM | 1 MB ROM |
2.4 inch Display
0.3MP Rear Camera
2200 mAh Battery
",3.7
Fox Gama,₹898,"32 MB RAM | 32 MB ROM |
1.8 inch Display
0.3MP Rear Camera
2500 mAh Battery
",3.4
BlackBear C99 Marathon,"₹1,310","32 MB RAM | 32 MB ROM | Expandable Upto 32 GB
2.4 inch Display
0.3MP Rear Camera
3000 mAh Battery
",3.4
"Karbonn K9 Smart Grand (Champagne, 8 GB)","₹4,890","1 GB RAM | 8 GB ROM |
5.2 inch Display
8MP Rear Camera
2300 mAh Battery
",3.5
MTR Titan Mini,₹599,"64 MB RAM | 64 MB ROM |
1.8 inch Display
0.3MP Rear Camera
800 mAh Battery
",3.4
Karbonn K880,"₹1,140","56 MB RAM | 56 MB ROM |
2.8 inch Display
0.03MP Rear Camera
1750 mAh Battery
",3.8
Fox Gama,₹898,"32 MB RAM | 32 MB ROM |
1.8 inch Display
0.3MP Rear Camera
2500 mAh Battery
",3.4
Gfive WP89 Pack of Three Mobiles,"₹2,799","32 MB RAM | 64 MB ROM | Expandable Upto 8 GB
2.4 inch QVGA Display
0.3MP Rear Camera
2200 mAh Battery
",4.6
"Gionee A1 (Black, 64 GB)","₹12,399","4 GB RAM | 64 GB ROM | Expandable Upto 256 GB
5.5 inch Full HD Display
13MP Rear Camera | 16MP Front Camera
4010 mAh Li-Ion Polymer Battery
MediaTek MT6755 Helio P10 Octa Core 2.0GHz Processor
",4
Blackbear B5 Bolt,₹650,"32 MB RAM | 32 MB ROM |
1.8 inch Display
1.3MP Rear Camera
1000 mAh Battery
",4.6
"VIVO V5 (Crown gold, 32 GB)",None,"4 GB RAM | 32 GB ROM | Expandable Upto 128 GB
5.5 inch HD Display
13MP Rear Camera | 20MP Front Camera
3000 mAh Battery
MediaTek MT6750 64-bit Octa Core 1.5GHz Processor
",4.2
Poya Prime,₹649,"10 MB RAM | 10 KB ROM | Expandable Upto 8 GB
1.8 inch QVGA Display
0.3MP Rear Camera
1000 mAh Battery
",3.6
I Kall K38 New with Flash Light support,₹649,"32 MB RAM | 62 MB ROM |
1.8 inch Display
0.3MP Rear Camera
800 mAh Battery
",4.6
Karbonn K880,"₹1,299","32 MB RAM | 32 MB ROM | Expandable Upto 16 GB
2.8 inch Display
0.3MP Rear Camera
1750 mAh Battery
",3.6
Lemon Lemo 197,₹899,"1 MB RAM | 1 MB ROM | Expandable Upto 16 GB
1.8 inch Display
0.3MP Rear Camera
1800 mAh Battery
",4.6
I Kall I KALL K5310- White Blue,₹609,"32 MB RAM | 64 MB ROM | Expandable Upto 8 GB
1.8 inch Display
0.3MP Rear Camera
1000 mAh Battery
",3.1
"LG Q6 (Platinum, 32 GB)","₹11,990","3 GB RAM | 32 GB ROM | Expandable Upto 2 TB
5.5 inch Full HD+ Display
13MP Rear Camera | 5MP Front Camera
3000 mAh Li-ion Battery
Qualcomm Snapdragon 435 1.4 GHz Octacore Processor
18:9 Full Vision Display
US Military Standard - 810G Certified
100 Degree Wide Selfie & Square Camera Mode
",4
Hicell C1 Tiger,₹529,"32 MB RAM | 64 MB ROM | Expandable Upto 32 GB
1.8 inch Quarter QVGA Display
1050 mAh Battery
",3.3
Hicell C5 Pack of Three Mobiles,"₹1,459","32 MB RAM | 64 MB ROM | Expandable Upto 32 GB
1.8 inch Quarter QVGA Display
0.3MP Rear Camera
1050 mAh Battery
",4.6
Hicell C5 Pack of Three Mobiles,"₹1,459","32 MB RAM | 64 MB ROM | Expandable Upto 32 GB
1.8 inch Quarter QVGA Display
0.3MP Rear Camera
1050 mAh Battery
",4.6
"Lava Z90 (Blue, 32 GB)","₹8,999","3 GB RAM | 32 GB ROM | Expandable Upto 128 GB
5.2 inch HD Display
8MP + 2MP Dual Rear Camera | 8MP Front Camera
2750 mAh Battery
",3.8
"Lava Z90 (Gold, 32 GB)","₹8,999","3 GB RAM | 32 GB ROM | Expandable Upto 128 GB
5.2 inch HD Display
8MP + 2MP Dual Rear Camera | 8MP Front Camera
2750 mAh Li-ion Battery
MTK6737 Processor
",3.8
Lava Captain N1 Lite,₹840,"32 MB RAM | 32 MB ROM | Expandable Upto 32 GB
1.8 inch Quarter QVGA Display
800 mAh Battery
",4
I Kall K33,₹749,"32 MB RAM | 64 MB ROM |
2.4 inch Display
800 mAh Battery
",3.9
"Karbonn Aura 4G VoLTE (Blue & Champagne, 8 GB)","₹4,999","1 GB RAM | 8 GB ROM |
5 inch HD Display
8MP Rear Camera | 5MP Front Camera
2150 mAh Battery
",3.9
Hicell C1 Tiger,₹529,"32 MB RAM | 64 MB ROM | Expandable Upto 32 GB
1.8 inch Quarter QVGA Display
1050 mAh Battery
",3.3
XCCESS X490,₹800,"32 MB RAM | Expandable Upto 16 GB
1.8 inch Display
0.3MP Rear Camera
800 mAh Battery
",3.5
I Kall K3311,₹749,"32 MB RAM | 64 MB ROM | Expandable Upto 8 GB
2.4 inch QVGA Display
0.3MP Rear Camera
1800 mAh Battery
",3.7
Kechaoda K88,"₹1,040","32 MB RAM | 64 MB ROM | Expandable Upto 16 GB
2.4 inch QVGA Display
0.3MP Rear Camera
1700 mAh Battery
",5
Intex Eco,₹975,"60 KB ROM |
1.8 inch Display
0.3MP Rear Camera
1800 mAh Battery
",3.6
I-Plus I-3,₹650,"20 MB RAM | 32 MB ROM |
1.8 inch Display
0.03MP Rear Camera
1000 mAh Battery
",3.7
"Lava Z50 (Gold, 8 GB)","₹4,259","1 GB RAM | 8 GB ROM |
4.5 inch FWVGA Display
5MP Rear Camera | 5MP Front Camera
2000 mAh Battery
Expandable Up to 64 GB
Android Oreo (Go Edition)
",3.7
Karbonn K-1,"₹1,299","256 MB RAM | 512 MB ROM |
2.4 inch QVGA Display
1.3MP Rear Camera
1400 mAh Battery
",3.8
I Kall K-130,₹609,"32 MB RAM | 64 MB ROM |
1.8 inch Display
0.3MP Rear Camera
800 mAh Battery
",3.5
Micromax X,"₹1,460","56 MB RAM | 40 KB ROM |
2.4 inch HVGA Display
.1MP Rear Camera
1000 mAh Battery
",3.6
"Moto Z Play with Style Mod (Black, 32 GB)","₹24,999","3 GB RAM | 32 GB ROM | Expandable Upto 2 TB
5.5 inch Full HD Display
16MP Rear Camera | 5MP Front Camera
3510 mAh Battery
Qualcomm Snapdragon 625 Octa Core 2GHz Processor
",4.4
Snexian 3310 Carving,₹759,"32 MB RAM | 64 MB ROM | Expandable Upto 32 GB
2.4 inch QVGA Display
0.3MP Rear Camera
1400 mAh Battery
",3.3
Snexian 3310 Carving,₹759,"32 MB RAM | 64 MB ROM | Expandable Upto 32 GB
2.4 inch QVGA Display
0.3MP Rear Camera
1400 mAh Battery
",3.3
Snexian 3310 Carving,₹759,"32 MB RAM | 64 MB ROM | Expandable Upto 32 GB
2.4 inch QVGA Display
0.3MP Rear Camera
1400 mAh Battery
",3.3
Micromax X072,₹700,"56 MB RAM | 56 MB ROM | Expandable Upto 8 GB
4.4 inch NA Display
1750 mAh Battery
",3.8
Trio T3 Selfie,₹649,"32 MB RAM | 64 MB ROM |
1.77 inch Display
1.3MP Rear Camera
1000 mAh Battery
",3.4
I Kall K31,₹609,"32 MB RAM | 64 MB ROM | Expandable Upto 8 GB
1.8 inch Display
0.3MP Rear Camera
1000 mAh Battery
",3.4
"LG Q6+ (Black, 64 GB)","₹15,990","4 GB RAM | 64 GB ROM | Expandable Upto 2 TB
5.5 inch Full HD+ Display
13MP Rear Camera | 5MP Front Camera
3000 mAh Battery
Qualcomm Snapdragon 435 1.4 GHz Octacore Processor
18:9 Full Vision Display
US Military Standard - 810G Certified
100 Degree Wide Selfie & Square Camera Mode
",3.8
"Karbonn Aura Power (Black-Champagne, 8 GB)","₹4,790","1 GB RAM | 8 GB ROM | Expandable Upto 64 GB
5 inch FWVGA Display
8MP Rear Camera | 5MP Front Camera
4000 mAh Li-Polymer Battery
0 0 Quad Core 1GHz Processor
",3.5
I Kall K31 with Flash Light/K31 Mobile,₹609,"32 MB RAM | 64 MB ROM | Expandable Upto 8 GB
1.8 inch Display
0.3MP Rear Camera
1000 mAh Battery
",3.4
"Intex Aqua Selfie (Black, 16 GB)","₹5,495","2 GB RAM | 16 GB ROM |
5.5 inch Display
8MP Rear Camera | 5MP Front Camera
3000 mAh Battery
",3.9
Kechaoda K9,₹960,"32 MB RAM | 64 MB ROM | Expandable Upto 16 GB
2.4 inch QVGA Display
0.3MP Rear Camera
1700 mAh Battery
",3.9
Kechaoda K9,₹979,"32 MB RAM | 64 MB ROM | Expandable Upto 16 GB
2.4 inch QVGA Display
0.3MP Rear Camera
1700 mAh Battery
",3.9
Trio T3 Selfie,₹649,"32 MB RAM | 64 MB ROM |
1.77 inch Display
1.3MP Rear Camera
1000 mAh Battery
",3.4
Lava Captain N1,₹899,"Expandable Upto 32 GB
1.8 inch NA Display
0.3MP Rear Camera
800 mAh Li-Ion Battery
MT6261M Processor
",4
I Kall K35 Combo Of Two Mobile,"₹1,349","32 MB RAM | 64 MB ROM | Expandable Upto 8 GB
2.4 inch Display
0.3MP Rear Camera
1800 mAh Battery
",3.5
"Gionee P5L (Black, 16 GB)","₹7,999","1 GB RAM | 16 GB ROM | Expandable Upto 128 GB
5 inch HD Display
8MP Rear Camera | 5MP Front Camera
2300 mAh Li-Ion Polymer Battery
Quad Core 1.3GHz Processor
",3.6
I Kall K3311,₹749,"32 MB RAM | 64 MB ROM | Expandable Upto 8 GB
2.4 inch QVGA Display
0.3MP Rear Camera
1800 mAh Battery
",3.7
I Kall K55 Combo Of Two Mobile,"₹1,099","32 MB RAM | 64 MB ROM | Expandable Upto 8 GB
1.8 inch Display
0.3MP Rear Camera
1000 mAh Battery
",3.6
I Kall K88,₹569,"32 MB RAM | 64 MB ROM |
1.8 inch Display
0.3MP Rear Camera
1000 mAh Battery
",3.2
Bloom Selfie,"₹1,141","32 MB RAM | 32 MB ROM |
2.4 inch Display
0.08MP Rear Camera
1400 mAh Battery
",3.3
Kechaoda K10,₹835,"32 MB RAM | 32 MB ROM |
0.66 inch NA Display
0.2MP Rear Camera
300 mAh Battery
",4.1
Gfive A98 Combo of Two Mobile,"₹1,859","32 MB RAM | 64 MB ROM | Expandable Upto 16 GB
1.8 inch Display
0.3MP Rear Camera
600 mAh Battery
",4.1
Lava Captain 4i,"₹1,212","32 MB RAM | 32 MB ROM | Expandable Upto 32 GB
1.8 inch QVGA Display
0.3MP Rear Camera
800 mAh Battery
",4.1
Gfive Guru Combo of Two Mobiles,"₹1,199","32 MB RAM | 64 MB ROM | Expandable Upto 32 GB
1.8 inch Quarter QVGA Display
1050 mAh Battery
",3.2
Trio T4 XL Selfie,₹749,"32 MB RAM | 64 MB ROM |
1.77 inch Display
1.3MP Rear Camera
1500 mAh Battery
",4
Celkon Selfie+,"₹1,240","50 MB RAM | 50 MB ROM | Expandable Upto 16 GB
1.8 inch Display
1.3MP Rear Camera
1700 mAh Battery
",3.3
MTR King,₹599,"64 MB RAM | 64 MB ROM |
1.8 inch Display
0.3MP Rear Camera
800 mAh Battery
",3.3
Callbar B3310,₹525,"512 MB RAM | 32 MB ROM |
1.8 inch Display
0.3MP Rear Camera
850 mAh Battery
",3.3
"Gionee S6S (Latte Gold, 32 GB)","₹15,999","3 GB RAM | 32 GB ROM | Expandable Upto 128 GB
5.5 inch Full HD Display
13MP Rear Camera | 8MP Front Camera
3150 mAh Battery
ARM Cortex-A53 Octa Core 1.3GHz Processor
",3.9
Bloom Sporty,₹991,"32 MB RAM | 32 MB ROM |
2.4 inch Display
0.08MP Rear Camera
1000 mAh Battery
",3.3
Micromax X610 Without Charger Dual Sim,"₹1,090","32 MB RAM | 24 MB ROM |
2.4 inch QVGA Display
0.03MP Rear Camera
1800 mAh Battery
",4.1
Bloom Selfie,"₹1,141","32 MB RAM | 32 MB ROM |
2.4 inch Display
0.08MP Rear Camera
1400 mAh Battery
",3.3
I Kall K18,₹549,"32 MB RAM | 64 MB ROM | Expandable Upto 8 GB
1.8 inch Display
0.3MP Rear Camera
1000 mAh Battery
",3.1
"Samsung Galaxy S7 (Gold Platinum, 32 GB)","₹29,999","4 GB RAM | 32 GB ROM | Expandable Upto 200 GB
5.1 inch Quad HD Display
12MP Rear Camera | 5MP Front Camera
3000 mAh Li-Ion Battery
Exynos 8890 Octa Core 2.3GHz Processor
",4.4
Gfive Plus Combo of Two Mobiles,"₹1,199","32 MB RAM | 64 MB ROM | Expandable Upto 32 GB
1.8 inch Quarter QVGA Display
1050 mAh Battery
",3.2
Hicell C1 Tiger Combo of Two Mobiles,₹979,"32 MB RAM | 64 MB ROM | Expandable Upto 32 GB
1.8 inch Quarter QVGA Display
1050 mAh Battery
",3.3
GLX W5 Combo of Two Mobiles,"₹1,119","32 MB RAM | 64 MB ROM | Expandable Upto 8 GB
1.8 inch Quarter QVGA Display
0.3MP Rear Camera
950 mAh Battery
",3.3
Inovu A1,₹749,"32 MB RAM | 32 MB ROM | Expandable Upto 32 MB
1.77 inch Display
0.08MP Rear Camera
800 mAh Battery
",3.7
I Kall K35,₹749,"32 MB RAM | 64 MB ROM | Expandable Upto 8 GB
2.4 inch Display
0.3MP Rear Camera
1800 mAh Battery
",3.4
Ssky S700,₹949,"32 MB RAM | 64 MB ROM |
2.4 inch Display
2MP Rear Camera
1800 mAh Battery
",3.3
I Kall K38 New with Flash Light support,₹649,"32 MB RAM | 64 MB ROM |
1.8 inch Display
0.3MP Rear Camera
800 mAh Battery
",3.3
"Intex Aqua Lions T1 Plus (Champagne / Champ, 16 GB)","₹4,999","2 GB RAM | 16 GB ROM |
5 inch Display
8MP Rear Camera
2400 mAh Battery
",3.4
Gfive U229 Combo of Two Mobile,"₹1,119","32 MB RAM | 64 MB ROM | Expandable Upto 8 GB
1.8 inch Quarter QVGA Display
0.3MP Rear Camera
950 mAh Battery
",3.7
XCCESS X490,₹749,"32 MB RAM | 32 MB ROM | Expandable Upto 32 GB
1.8 inch QVGA Display
0.08MP Rear Camera
800 mAh Battery
SPD 6531DA Processor
",3.5
"Nokia 8 (Steel, 64 GB)","₹27,800","4 GB RAM | 64 GB ROM | Expandable Upto 256 GB
5.3 inch Display
13MP + 13MP Dual Rear Camera | 13MP Front Camera
3090 mAh Li-ion Battery
",4.1
Reach Power 230,₹999,"1 MB RAM | 16 MB ROM |
2.4 inch Display
0.3MP Rear Camera
2300 mAh Battery
",3.3
Gfive Plus Combo of Two Mobiles,"₹1,199","32 MB RAM | 64 MB ROM | Expandable Upto 32 GB
1.8 inch Quarter QVGA Display
1050 mAh Battery
",3.2
I Kall K31 pack of two,"₹1,199","32 MB RAM | 64 MB ROM |
1.8 inch Display
0.3MP Rear Camera
800 mAh Battery
",3.3
Ziox Z23 Zelfie With Selfie Camera,₹900,"128 MB RAM | 20 MB ROM |
1.8 inch Display
0.3MP Rear Camera
1800 mAh Battery
",3.5
I Kall K29,₹629,"32 MB RAM | 64 MB ROM | Expandable Upto 8 GB
1.8 inch Display
0.3MP Rear Camera
1800 mAh Battery
",3.7
Gfive Plus Combo of Two Mobiles,"₹1,199","32 MB RAM | 64 MB ROM | Expandable Upto 32 GB
1.8 inch Quarter QVGA Display
1050 mAh Battery
",3.2
I Kall K35 Combo Of Two Mobile,"₹1,399","32 MB RAM | 64 MB ROM | Expandable Upto 8 GB
2.4 inch Display
0.3MP Rear Camera
1800 mAh Battery
",3.5
"Lava Z60 (Black, 16 GB)","₹4,850","1 GB RAM | 16 GB ROM | Expandable Upto 32 GB
5 inch FWVGA Display
5MP Rear Camera | 5MP Front Camera
2500 mAh Li-ion Battery
MTK6737 Processor
",3.9
Ssky S100 Combo of Two Mobile,"₹2,231","32 MB RAM | 32 MB ROM |
2.4 inch Display
1.3MP Rear Camera
2800 mAh Battery
",3.3
"Itel A44 Pro (Champagne, 16 GB)","₹6,249","2 GB RAM | 16 GB ROM |
5.45 inch Display
8MP Rear Camera | 5MP Front Camera
2400 mAh Battery
",3.1
"Itel A44 Pro (Black, 16 GB)","₹6,299","2 GB RAM | 16 GB ROM |
5.45 inch Display
8MP Rear Camera | 5MP Front Camera
2400 mAh Battery
",3.1
Micromax X591,"₹1,050","1.7 inch Display
0.3MP Rear Camera
1800 mAh Battery
",3.8
Snexian Guru 310,₹589,"32 MB RAM | 64 MB ROM | Expandable Upto 16 GB
1.8 inch Quarter QVGA Display
0.3MP Rear Camera
1000 mAh Battery
",3.6
"Lava Z80 (Piano Black, 16 GB)","₹7,499","3 GB RAM | 16 GB ROM | Expandable Upto 64 GB
5 inch HD Display
5MP Rear Camera | 8MP Front Camera
2500 mAh Battery
",3.9
I-Plus I-2,₹650,"20 MB RAM | 32 MB ROM |
1.8 inch Display
0.03MP Rear Camera
1000 mAh Battery
",3.1
Itel IT 5040,"₹1,399","32 MB RAM | 32 MB ROM |
2.4 inch Display
0.3MP Rear Camera
1900 mAh Battery
",3.5
Ssky S9007,"₹1,049","64 MB RAM | 64 MB ROM |
2.4 inch Display
1.3MP Rear Camera
1200 mAh Battery
",3
Otho Style,"₹1,149","32 MB RAM | 32$$MB ROM |
2.4 inch Display
0.03MP Rear Camera
1400 mAh Battery
",3.1
"Moto E5 (Fine Gold, 16 GB)","₹10,199","2 GB RAM | 16 GB ROM |
5.7 inch Display
13MP Rear Camera
4000 mAh Battery
",4.5
Gfive A98 Combo of Two Mobile,"₹1,859","32 MB RAM | 64 MB ROM | Expandable Upto 16 GB
1.8 inch Display
0.3MP Rear Camera
600 mAh Battery
",4.1
I Kall K-301,₹599,"32 MB RAM | 64 MB ROM |
1.8 inch Display
0.3MP Rear Camera
800 mAh Battery
",3.7
Gfive A98 Combo of Two Mobile,"₹1,859","32 MB RAM | 64 MB ROM | Expandable Upto 16 GB
1.8 inch Display
0.3MP Rear Camera
600 mAh Battery
",4.1
Lava CaptainN1 Lite,"₹1,232","32 MB RAM | 32 MB ROM | Expandable Upto 32 GB
1.8 inch Quarter QVGA Display
800 mAh Battery
",4
I Kall K31 with Flash Light/K31 Mobile,₹609,"32 MB RAM | 64 MB ROM | Expandable Upto 8 GB
1.8 inch Display
0.3MP Rear Camera
1000 mAh Battery
",3.4
I Kall K36,₹989,"32 MB RAM | 64 MB ROM |
2.4 inch Display
0.3MP Rear Camera
1800 mAh Battery
",3.1
Yxtel 2202,₹599,"64 MB RAM | 64 MB ROM |
1.8 inch Display
1.3MP Rear Camera
1000 mAh Battery
",3.7
Otho Champion,"₹1,299","32 MB RAM | 32 MB ROM |
2.4 inch Display
0.03MP Rear Camera
2950 mAh Battery
",3.1
Otho Champion,"₹1,299","32 MB RAM | 32 MB ROM |
2.4 inch Display
0.03MP Rear Camera
2950 mAh Battery
",3.1
"Samsung Galaxy S9 Plus (Lilac Purple, 64 GB)","₹64,900","6 GB RAM | 64 GB ROM | Expandable Upto 400 GB
6.2 inch Quad HD+ Display
12MP + 12MP Dual Rear Camera | 8MP Front Camera
3500 mAh Battery
Exynos 9810 Processor
",4.7
"Panasonic Eluga Ray Max (Gold, 64 GB)","₹12,499","4 GB RAM | 64 GB ROM | Expandable Upto 128 GB
5.2 inch Full HD Display
16MP Rear Camera | 8MP Front Camera
3000 mAh Li-Ion Polymer Battery
Qualcomm Snapdragon 430 Octa Core 1.4GHz Processor
",3.7
I Kall K35,₹749,"32 MB RAM | 64 MB ROM |
2.4 inch Display
0.3MP Rear Camera
1800 mAh Battery
",3.4
Karbonn K19 Rock,₹839,"32 MB RAM | 32 MB ROM | Expandable Upto 16 GB
1.8 inch Display
0.3MP Rear Camera
1750 mAh Battery
",3.5
Adcom A 111,"₹1,190","32 MB RAM | 32 MB ROM | Expandable Upto 8 GB
1.8 inch QVGA Display
0.3MP Rear Camera
1050 mAh Battery
",3
Karbonn K19 Rock,₹839,"32 MB RAM | 32 MB ROM | Expandable Upto 16 GB
1.8 inch Display
0.3MP Rear Camera
1750 mAh Battery
",3.5
blackbear i7 yellow Color Free Back cover,"₹1,103","32 MB RAM | 32 MB ROM | Expandable Upto 32 GB
2.4 inch VGA Display
0.3MP Rear Camera
1450 mAh Battery
",3.2
I Kall K 55,₹599,"32 MB RAM | 64 MB ROM |
1.8 inch Display
0.3MP Rear Camera
1000 mAh Battery
",3.2
"Samsung Galaxy S9 Plus (Lilac Purple, 128 GB)","₹68,900","6 GB RAM | 128 GB ROM | Expandable Upto 400 GB
6.2 inch Quad HD+ Display
12MP + 12MP Dual Rear Camera | 8MP Front Camera
3500 mAh Battery
Exynos 9810 Processor
",4.7
Otho Fire,₹999,"50 MB RAM | 32 MB ROM |
1.8 inch Display
0.03MP Rear Camera
1000 mAh Battery
",3.2
Otho Fire,₹999,"32 MB RAM | 32 MB ROM |
1.8 inch Display
0.03MP Rear Camera
1000 mAh Battery
",3.2
Ismart IS-101-Champ,₹999,"Expandable Upto 8 GB
1.8 inch QVGA Display
0.3MP Rear Camera
1000 mAh Battery
",3.5
"Kara Mega 1 (4G-Volte) (Stardust Grey, 32 GB)","₹6,999","3 GB RAM | 32 GB ROM | Expandable Upto 64 GB
5.5 inch Display
13MP Rear Camera
4000 mAh Battery
Mediatek 6737 Processor
",3.2
Micromax X372,₹775,"8 MB RAM | 32 MB ROM |
1.77 inch Display
0.8MP Rear Camera
800 mAh Battery
",3.5
Snexian Fire 105 Combo of Two Mobiles,"₹1,089","32 MB RAM | 32 MB ROM | Expandable Upto 16 GB
1.8 inch QVGA Display
0.3MP Rear Camera
1000 mAh Battery
",3.2
Gfive G9,"₹1,099","32 MB RAM | 32 MB ROM |
2.8 inch Display
1.3MP Rear Camera
3000 mAh Battery
",3.5
"Gionee P7 (Gold, 16 GB)","₹9,999","2 GB RAM | 16 GB ROM | Expandable Upto 128 GB
5 inch HD Display
8MP Rear Camera | 5MP Front Camera
2300 mAh Li-Ion Battery
Quad Core 1.3GHz Processor
",3.7
"Jivi Prime P444 (White & Gold, 16 GB)","₹5,499","2 GB RAM | 16 GB ROM | Expandable Upto 64 GB
5 inch HD Display
8MP + 8MP Dual Rear Camera | 5MP + 5MP Dual Front Camera
2400 mAh Battery
32 bit Quad Core Processor
",3.6
Mido D11+,₹599,"32 MB RAM | 52 MB ROM |
1.8 inch QVGA Display
0.3MP Rear Camera
1000 mAh Battery
",3.1
Celkon Spark,"₹1,178","1.8 inch Display
1.3MP Rear Camera
1800 mAh Battery
",3.2
"Swipe Elite Star - 4G VoLTE(Gold,8GB)","₹3,499","1 GB RAM | 8 GB ROM | Expandable Upto 32 GB
4 inch WVGA Display
5MP Rear Camera | 1.3MP Front Camera
2000 mAh Li-Ion Battery
Spreadtrum Spectrum Quad Core 1.5GHz Processor
",3.2
"Panasonic P100 (Black, 16 GB)","₹5,299","1 GB RAM | 16 GB ROM | Expandable Upto 128 GB
5 inch HD Display
8MP Rear Camera | 5MP Front Camera
2200 mAh Lithium ion Battery
Mediatek MTK 6737 Quad Core Processor
Android - Nougat
Fingerprint Sensor
",3.9
Ssky S9007 Combo of Three Mobiles,"₹3,086","32 MB RAM | 32 MB ROM |
2.4 inch QVGA Display
1.3MP Rear Camera
1200 mAh Battery
",3.1
GAMMA M2,₹760,"32 MB RAM | 32 MB ROM | Expandable Upto 8 GB
1.8 inch QVGA Display
0.3MP Rear Camera
1000 mAh Battery
",3.3
I Kall K-130,₹609,"32 MB RAM | 64 MB ROM |
1.8 inch Display
0.3MP Rear Camera
800 mAh Battery
",3.5
Salora KT24+ Vishaal,"₹1,199","32 MB RAM | 32 MB ROM |
2.4 inch Display
1.3MP Rear Camera
2700 mAh Battery
",3.1
Lava CaptainN1 Lite,₹899,"32 MB RAM | 32 MB ROM | Expandable Upto 32 GB
1.8 inch Quarter QVGA Display
800 mAh Battery
",4
Gfive U550,₹691,"32 MB RAM | 32 MB ROM |
1.8 inch Display
1.3MP Rear Camera
950 mAh Battery
",3.4
Gfive U550,₹679,"32 MB RAM | 32 MB ROM |
1.8 inch Display
1.3MP Rear Camera
950 mAh Battery
",3.4
"Moto G Turbo Edition (Black, 16 GB)","₹14,490","2 GB RAM | 16 GB ROM | Expandable Upto 32 GB
5 inch HD Display
13MP Rear Camera | 5MP Front Camera
2470 mAh Li-Ion Battery
Qualcomm Snapdragon Octa Core 1.5GHz Processor
",4.1
Gfive U229,₹566,"32 MB RAM | 64 MB ROM | Expandable Upto 8 GB
1.8 inch Quarter QVGA Display
0.3MP Rear Camera
950 mAh Battery
",3.6
Itel IT 5070,"₹1,300","64 MB RAM | 64 MB ROM |
2.4 inch Display
0.3MP Rear Camera
1000 mAh Battery
",4.5
"Micromax Bharat 5 Plus (Jet Black, 16 GB)","₹6,299","2 GB RAM | 16 GB ROM | Expandable Upto 64 GB
5.2 inch HD Display
8MP Rear Camera | 5MP Front Camera
5000 mAh Battery
",4
Mido D11+,₹575,"32 MB RAM | 32 MB ROM |
1.8 inch QVGA Display
0.3MP Rear Camera
1000 mAh Battery
",3.1
I Kall K29,₹629,"32 MB RAM | 64 MB ROM | Expandable Upto 8 GB
1.8 inch Display
0.3MP Rear Camera
1800 mAh Battery
",3.7
Mymax M42,₹515,"32 MB RAM | 32 MB ROM |
1.8 inch Display
1.3MP Rear Camera
1000 mAh Battery
",3.5
Ssky S100 Combo of Two Mobiles,"₹2,092","32 MB RAM | 32 MB ROM |
2.4 inch QVGA Display
0.3MP Rear Camera
2800 mAh Battery
",3.7
Intex Eco 210+,None,"34.5 KB ROM | Expandable Upto 32 GB
1.8 inch Display
0.3MP Rear Camera
1800 mAh Battery
",3.6
